"true_b1","true_b3","true_g1","true_g2","true_ra","true_re","true_rf","true_ay","true_ey","true_ax","true_ex","true_cy","true_cx","true_rc","true_b2","true_b4","group","reliability","doc_ncp","doc_df","doc_est_ax2","doc_est_ay2","doc_est_cx2","doc_est_cy2","doc_est_ex2","doc_est_ey2","doc_est_g1","doc_est_muPh1","doc_est_muPh2","doc_est_ra","doc_est_rc","doc_est_re","doc_se_ax2","doc_se_ay2","doc_se_cx2","doc_se_cy2","doc_se_ex2","doc_se_ey2","doc_se_g1","doc_se_muPh1","doc_se_muPh2","doc_se_ra","doc_se_rc","doc_se_re"
0.025,0.025,0.02,0.02,0.2,0.2,0.2,0.1,0.8,0.8,0.1,0.1,0.1,0.2,0,0,"70",FALSE,-0.0000000000218278728425503,17,0.79920005038907,0.117400517989242,0.0998999484332714,0.116252973619625,0.0998999918657744,0.815552892844411,0.100908592351328,0.000000014069895997627,0.0000000191344250333444,0.232177763645681,0.203847262283724,0.203847241853238,0.0445208261774348,NA,0.0456671742139418,NA,0.00437521926935646,NA,NA,0.0204258975168025,0.0191859671702702,NA,NA,NA
0.025,0.025,0.02,0.02,0.2,0.2,0.2,0.1,0.8,0.8,0.1,0.1,0.1,0.2,0,0,"70",FALSE
0.025,0.025,0.02,0.02,0.2,0.2,0.2,0.1,0.8,0.8,0.1,0.1,0.1,0.2,0,0,"70",FALSE,1.47744759752823,52,0.799201054440787,0.0998995596485747,0.158034914896197,0.158034683595542,0.099900233867582,0.099899756306636,0.0999005465333732,0.799199859748842,0.141421966114294,0.141420077266304,0.0000000106585465009033,-0.0000000293431815062824,-0.00000000461249505762645,-0.00000000120527411381724,0.199799666670437,0.199799979555207,0.199801085310464,0.200000007693499,0.999499873420344,0.999499869341368,0.0855211305000373,0.0901375348382234,0.0192406725300785,0.0173881772936274,0.0676687575872541,0.0778381608199305,0.0501234476301686,0.0729901904760174,0.103190531964209,0.114368264082815,0.0228462139567067,0.0198816456992131,0.0206916817856244,0.0206916452413422,0.0981899390052022,0.0467737768958336,0.0963611179619862,0.0175271613713492,0.0129035045285781,0.0129034837041818
0.025,0.025,0.02,0.02,0.2,0.2,0.2,0.1,0.8,0.7,0.2,0.1,0.1,0.2,0,0,"60",FALSE,0.000000000012732925824821,17,0.699299988773263,0.0684930227262676,0.0998999824866949,0.0631868271534123,0.199799998483789,0.763371196773792,0.23550929259926,0.00000000233131715763598,0.00000000315021304911197,0.134004289585797,0.190400606689393,0.181001229963051,0.0506894732670862,NA,0.0487418315319563,NA,0.00887640257551117,NA,NA,0.0200008403408304,0.0191772646977409,NA,NA,NA
0.025,0.025,0.02,0.02,0.2,0.2,0.2,0.1,0.8,0.7,0.2,0.1,0.1,0.2,0,0,"60",FALSE
0.025,0.025,0.02,0.02,0.2,0.2,0.2,0.1,0.8,0.7,0.2,0.1,0.1,0.2,0,0,"60",FALSE,1.46669887751887,52,0.699295035229652,0.0999003593030344,0.158034125719453,0.15803568166222,0.0998959830613115,0.0999016673433406,0.199796014057859,0.799201510163538,0.141419028219402,0.141430054581846,-0.0000000873190284744454,-0.000000141341801619884,-0.0000000786558428988426,-0.00000000275019675046038,0.19980041709969,0.199799370885601,0.199793116397979,0.200000088539345,0.999499857567304,0.999499899299187,0.086146422946846,0.0901289053535734,0.0192335682577716,0.0174123677558643,0.0697457459116727,0.0778522143536412,0.0539227487896055,0.0730738701043966,0.103340146781776,0.114280716402851,0.0224517920231646,0.0198728524658667,0.0206916259692516,0.0206916409235827,0.0913824276190121,0.0485476094094225,0.0973691356061675,0.017527098617746,0.0129034661805226,0.0129034780114971
0.025,0.025,0.02,0.02,0.2,0.2,0.2,0.1,0.8,0.6,0.3,0.1,0.1,0.2,0,0,"50",FALSE,-0.0000000000818545231595635,17,0.59939981810073,0.0677864540334565,0.0999000213610664,0.0634225444547072,0.299700065972265,0.764467979473261,0.234890182927149,-0.000000102639935312126,-0.0000000890086068455334,0.143774739702665,0.190462327118524,0.171787379692295,0.0572813103974538,1.575300100922,0.0521110742015259,2.08548895410953,0.0132866816529634,1.88053011598395,5.47271267914978,0.0195638764872161,0.0191685296416551,3.28071714905669,0.548427207666019,1.64025477688198
0.025,0.025,0.02,0.02,0.2,0.2,0.2,0.1,0.8,0.6,0.3,0.1,0.1,0.2,0,0,"50",FALSE
0.025,0.025,0.02,0.02,0.2,0.2,0.2,0.1,0.8,0.6,0.3,0.1,0.1,0.2,0,0,"50",FALSE,1.45770790712777,52,0.599399992254151,0.0999001330915227,0.15803481250609,0.158034787660397,0.0998999030090875,0.099899901806667,0.299699911751721,0.799200070877703,0.141421245370901,0.141421533509105,-0.0000000218144126323722,-0.0000000485964959371485,-0.0000000529184945940349,-0.00000000349010590735545,0.199800193102083,0.199799873862958,0.19979983383811,0.19999998501628,0.999499914120473,0.999499871350728,0.0874067236097877,0.090160463391406,0.0191395306381215,0.0174399697486311,0.0719646479723606,0.07790470818186,0.0577353303895677,0.0731929644596388,0.103540785284884,0.113677871284061,0.0220481060764958,0.0198640684540146,0.0206916603338838,0.0206916691017171,0.0849577661952593,0.0499875004605163,0.0989690148751884,0.0175271054957912,0.0129034880051307,0.0129034951641487
0.025,0.025,0.02,0.02,0.2,0.2,0.2,0.1,0.8,0.5,0.4,0.1,0.1,0.2,0,0,"40",FALSE,0.00000000165709934663028,17,0.499499997520434,0.0706776929024862,0.0998998332014021,0.0680289771449005,0.399600019849935,0.769315581109438,0.222835519222325,0.00000000342073168793027,-0.00000000551506745883294,0.15913366792444,0.191666622905484,0.167266891212724,0.0636792702497276,NA,0.0554792590549283,NA,0.0175628135293177,NA,NA,0.0191134266553692,0.0191598003207562,NA,NA,NA
0.025,0.025,0.02,0.02,0.2,0.2,0.2,0.1,0.8,0.5,0.4,0.1,0.1,0.2,0,0,"40",FALSE
0.025,0.025,0.02,0.02,0.2,0.2,0.2,0.1,0.8,0.5,0.4,0.1,0.1,0.2,0,0,"40",FALSE,1.45013403881967,52,0.499499160787859,0.0998999506943402,0.158034927123225,0.158034852554383,0.0999002632034899,0.0998994871444796,0.399599784683858,0.799199466559102,0.14142223033103,0.141421849669373,0.0000000503273976975114,0.000000167231289641722,-0.00000000288742855263535,-0.00000000773688069055939,0.199799227391125,0.199800002428933,0.199799177833853,0.200000010596376,0.999499881083029,0.999499875237434,0.0889557488380518,0.0901458823822583,0.0189533226575772,0.0174591371834376,0.074114461869576,0.0778942874041182,0.0614502789511212,0.0732409074389437,0.103632037958822,0.112575778599883,0.0216337239349576,0.0198552390316038,0.0206916375208309,0.0206916391381334,0.0789955573043885,0.0511265642966463,0.101213468516576,0.0175270576438801,0.0129034760213329,0.0129034667820528
0.025,0.025,0.02,0.02,0.2,0.2,0.2,0.1,0.8,0.4,0.5,0.1,0.1,0.2,0,0,"30",FALSE,0.00000000277941580861807,17,0.399600003974903,0.0569528243510039,0.099900027718604,0.0524571557613194,0.499499971030377,0.757751320117547,0.263897200291752,0.0000000134567216850841,0.0000000073866569155297,0.150858688913363,0.187564637139521,0.138623320483987,0.0693039637218324,NA,0.0585170476464843,NA,0.021600213669531,NA,NA,0.0186471062846336,0.0191509785996428,NA,NA,NA
0.025,0.025,0.02,0.02,0.2,0.2,0.2,0.1,0.8,0.4,0.5,0.1,0.1,0.2,0,0,"30",FALSE
0.025,0.025,0.02,0.02,0.2,0.2,0.2,0.1,0.8,0.4,0.5,0.1,0.1,0.2,0,0,"30",FALSE,1.44372078532251,52,0.399599898500986,0.099899899923763,0.158034777880449,0.158034833946117,0.0998999286451164,0.0999002330594243,0.499499900992416,0.79920017178042,0.141421162975031,0.141421536296095,-0.00000000112307147349732,0.000000000718323781254739,-0.0000000000519925640145798,0.00000000124295378446145,0.199799995263226,0.199800052333499,0.199799966348763,0.199999999515514,0.999499875160922,0.999499874715759,0.0904840400793063,0.0901748369708826,0.0187085634620377,0.0174897951276826,0.0760363183244636,0.0779557379466282,0.0650496393779167,0.0733684439062937,0.103839913307544,0.111170546467825,0.021207070927162,0.0198463916513005,0.0206916304736179,0.0206916021823761,0.0738001691959852,0.0520815065956818,0.104197504846515,0.0175271760004401,0.0129035054981479,0.0129034940680099
0.025,0.025,0.02,0.02,0.2,0.2,0.2,0.1,0.8,0.3,0.6,0.1,0.1,0.2,0,0,"20",FALSE,0.000000000100044417195022,17,0.299700061718762,0.100430329585707,0.0998999482946297,0.100429754387677,0.599400004734719,0.799730720695762,0.140095807065504,0.000000023696352171799,0.0000000163316149466473,0.200197301608586,0.19993238574145,0.200594541152603,0.0736883375971828,NA,0.060937321859648,NA,0.0252944313535694,NA,NA,0.0181617994531358,0.0191422323377822,NA,NA,NA
0.025,0.025,0.02,0.02,0.2,0.2,0.2,0.1,0.8,0.3,0.6,0.1,0.1,0.2,0,0,"20",FALSE
0.025,0.025,0.02,0.02,0.2,0.2,0.2,0.1,0.8,0.3,0.6,0.1,0.1,0.2,0,0,"20",FALSE,1.4382720110716,52,0.299699959666087,0.0999000017084579,0.158034797707447,0.158034816771556,0.0998999554460148,0.09990004795628,0.599399934830618,0.799200041999081,0.141421293027879,0.141421433551293,0.0000000014238139292788,0.000000000578647079914499,0.00000000398927702642515,-0.00000000767051443245863,0.199800021236572,0.199799979787553,0.199799968470824,0.199999999837874,0.999499874785531,0.999499874378101,0.0913221673298783,0.0900856788361777,0.0183784421308906,0.0174978970388563,0.0773541675309479,0.0778982535144654,0.0682430330797414,0.0733876118956532,0.103882334710891,0.109139894998454,0.0207656401310317,0.0198376784186967,0.0206915982640231,0.0206916014108352,0.0694611483516429,0.0528170076538046,0.107668435496986,0.0175271074357111,0.0129035036107103,0.012903487525795
0.025,0.025,0.02,0.02,0.2,0.2,0.2,0.1,0.8,0.2,0.7,0.1,0.1,0.2,0,0,"10",FALSE,0.000000000012732925824821,17,0.199800103042051,0.0884746055175184,0.0998999596986194,0.0883905656372951,0.699300000886297,0.788195091476706,0.170434242499345,0.0000000240469445335115,0.00000000800630440468075,0.194003338087347,0.196901536785011,0.179511277974492,0.0764940451723149,NA,0.0625199503930731,NA,0.0285662305861589,NA,NA,0.017652328377129,0.0191332814677627,NA,NA,NA
0.025,0.025,0.02,0.02,0.2,0.2,0.2,0.1,0.8,0.2,0.7,0.1,0.1,0.2,0,0,"10",FALSE
0.025,0.025,0.02,0.02,0.2,0.2,0.2,0.1,0.8,0.2,0.7,0.1,0.1,0.2,0,0,"10",FALSE,1.43363638931987,52,0.199799820541255,0.0998991336146525,0.158034824590566,0.15803479583412,0.0999002097734101,0.0999006015699202,0.699300197134672,0.799200029517619,0.141421539361445,0.141421352405092,-0.0000000105117226178953,-0.0000000215550280736637,-0.0000000153880900397145,-0.0000000151796712714479,0.199799539021864,0.199800367377968,0.199800001019921,0.199999999210125,0.999499877676577,0.999499879095474,0.091236260813109,0.0899949892485991,0.0179889748452954,0.0175155101795851,0.0779989432826743,0.077848164847901,0.0711002307470658,0.0734256045494122,0.103963282556861,0.106808687312539,0.02030533384565,0.0198287343399476,0.0206915960485088,0.0206916075490273,0.0663643398168167,0.0534586757841436,0.111780615369226,0.0175272050277816,0.0129034889123099,0.0129034665329933
0.025,0.025,0.02,0.02,0.2,0.2,0.2,0.1,0.8,0.1,0.8,0.1,0.1,0.2,0,0,"0",FALSE,0.000000000742147676646709,17,0.0999002275472849,0.0930316408206719,0.0998998635706147,0.0930319929289034,0.799199975961804,0.792540323958318,0.158683465950476,0.0000000404376166673044,0.0000000575610369285663,0.198075492058917,0.198075557954757,0.186004176970518,0.0775206300140155,1.69306567581841,0.063126135335416,1.69245586680718,0.0313771039235324,1.58850132980175,4.26940191773761,0.017110765181662,0.0191244871331255,0.430911615314791,0.429447565273716,3.41214662895348
0.025,0.025,0.02,0.02,0.2,0.2,0.2,0.1,0.8,0.1,0.8,0.1,0.1,0.2,0,0,"0",FALSE
0.025,0.025,0.02,0.02,0.2,0.2,0.2,0.1,0.8,0.1,0.8,0.1,0.1,0.2,0,0,"0",FALSE,1.4296975160596,52,0.0998999570227913,0.0998995054316233,0.158034629455108,0.158034764813182,0.0999004306037775,0.0999011601711906,0.799200689247907,0.799201157363666,0.141420326104332,0.141420812895229,0.0000000602930843290261,0.000000102334315107571,-0.0000000558710829631519,0.0000000801692418762341,0.199799598234573,0.199800694181605,0.199801677357419,0.199999971394831,0.999499768877277,0.999499958980117,0.089823927901272,0.089827039260642,0.017522679860966,0.017521401306981,0.0777481041773499,0.0777469698532666,0.0734335349184757,0.0734425885851706,0.104015147096639,0.10400130092145,0.0198198382053957,0.0198198578717415,0.0206916682728999,0.0206916157076613,0.0646135707630303,0.0539589951347622,0.116488405417886,0.0175270378843441,0.0129034678126024,0.0129034898337685
